Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Escherichia coli	E. coli	strain: STN0717-20	562	ASM1513689v1	GCF_015136895.1	RefSeq	GCF_015136895.1-RS_2024_06_27	Complete Genome	4761479	4987264	2020-10-08	4863	PRJDB9036	SAMD00195939
Escherichia coli	E. coli	strain: THO-003	562	ASM1513857v1	GCF_015138575.1	RefSeq	GCF_015138575.1-RS_2024_06_27	Complete Genome	5255588	5379055	2020-10-08	5343	PRJDB9036	SAMD00196001
Escherichia coli	E. coli	strain: THO-006	562	ASM1513895v1	GCF_015138955.1	RefSeq	GCF_015138955.1-RS_2024_06_27	Complete Genome	5052545	5265682	2020-10-08	5179	PRJDB9036	SAMD00196004
Escherichia coli	E. coli	strain: THO-008	562	ASM1513915v1	GCF_015139155.1	RefSeq	GCF_015139155.1-RS_2024_06_27	Complete Genome	5071981	5231583	2020-10-08	5070	PRJDB9036	SAMD00196006
Escherichia coli	E. coli	strain: THO-010	562	ASM1513937v1	GCF_015139375.1	RefSeq	GCF_015139375.1-RS_2024_06_27	Complete Genome	4963168	5514580	2020-10-08	5351	PRJDB9036	SAMD00196008
Escherichia coli	E. coli	strain: THO-015	562	ASM1513973v1	GCF_015139735.1	RefSeq	GCF_015139735.1-RS_2024_06_27	Complete Genome	5047339	5228148	2020-10-08	5173	PRJDB9036	SAMD00196013
Escherichia coli O25b:H4-ST131		strain: ST131	941322	ASM1527755v1	GCF_015277555.1	RefSeq	GCF_015277555.1-RS_2024_06_27	Complete Genome	5058045	5133690	2020-11-07	5055	PRJNA670813	SAMN16520835
Escherichia coli	E. coli	strain: 25DN	562	ASM1529072v1	GCF_015290725.1	RefSeq	GCF_015290725.1-RS_2024_06_27	Complete Genome	5132098	5159456	2020-11-09	5007	PRJNA673751	SAMN16622485
Escherichia coli	E. coli	strain: R1	562	ASM1529178v1	GCF_015291785.1	RefSeq	GCF_015291785.1-RS_2024_06_27	Complete Genome	5025136	5152714	2020-11-09	5047	PRJNA486544	SAMN09852207
Escherichia coli str. K-12 substr. MG1655		strain: K-12 substr. MG1655	511145	ASM1529184v1	GCF_015291845.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4631543	4631543	2020-11-09	4523	PRJNA493825	SAMN10144109
Escherichia coli O157:H7		strain: Wll001	83334	ASM1535313v1	GCF_015353135.1	RefSeq	GCF_015353135.1-RS_2024_06_27	Complete Genome	5487634	5586104	2020-11-11	5608	PRJNA668453	SAMN16409547
Escherichia coli	E. coli	strain: JE86-ST02	562	ASM1550880v1	GCF_015508805.1	RefSeq	GCF_015508805.1-RS_2024_05_17	Complete Genome	5283470	5530044	2020-11-05	5583	PRJDB7390	SAMD00197816
Escherichia coli	E. coli	strain: JE86-ST05	562	ASM1550900v1	GCF_015509005.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5327513	5590628	2020-11-05	5632	PRJDB7390	SAMD00197820
Escherichia coli K-12		strain: BW25113	83333	ASM1553485v1	GCF_015534855.1	RefSeq	GCF_015534855.1-RS_2024_06_27	Chromosome	3728452	4631470	2020-11-17	4523	PRJNA646979	SAMN15572261
Escherichia coli K-12		strain: CETR3G40	83333	ASM1553493v1	GCF_015534935.1	RefSeq	GCF_015534935.1-RS_2024_06_27	Complete Genome	4631470	4631470	2020-11-17	4522	PRJNA646979	SAMN15572260
Escherichia coli K-12		strain: CETR2G40	83333	ASM1553495v1	GCF_015534955.1	RefSeq	GCF_015534955.1-RS_2024_06_27	Complete Genome	4631470	4631470	2020-11-17	4523	PRJNA646979	SAMN15572259
Escherichia coli K-12		strain: CETR1G40	83333	ASM1553497v1	GCF_015534975.1	RefSeq	GCF_015534975.1-RS_2024_06_27	Complete Genome	4631467	4631467	2020-11-17	4523	PRJNA646979	SAMN15572258
Escherichia coli K-12		strain: BZKR3G40	83333	ASM1553499v1	GCF_015534995.1	RefSeq	GCF_015534995.1-RS_2024_06_27	Complete Genome	4631476	4631476	2020-11-17	4523	PRJNA646979	SAMN15572257
Escherichia coli K-12		strain: BZKR2G40	83333	ASM1553501v1	GCF_015535015.1	RefSeq	GCF_015535015.1-RS_2024_06_27	Complete Genome	4631470	4631470	2020-11-17	4523	PRJNA646979	SAMN15572256
Escherichia coli K-12		strain: BZKR1G40	83333	ASM1553503v1	GCF_015535035.1	RefSeq	GCF_015535035.1-RS_2024_06_27	Chromosome	1467726	4631465	2020-11-17	4526	PRJNA646979	SAMN15572255
Escherichia coli	E. coli	strain: Res13-Sevr-PER07-33	562	ASM1557153v1	GCF_015571535.1	RefSeq	GCF_015571535.1-RS_2024_06_27	Complete Genome	5007575	5329358	2020-11-18	5189	PRJNA662792	SAMN16304268
Escherichia coli	E. coli	strain: Res13-Sevr-PER06-05-b-A	562	ASM1557155v1	GCF_015571555.1	RefSeq	GCF_015571555.1-RS_2024_06_27	Complete Genome	4741428	5113439	2020-11-18	5050	PRJNA662792	SAMN16304267
Escherichia coli O167:H26		strain: Res13-Lact-PER13-34	2778655	ASM1557159v1	GCF_015571595.1	RefSeq	GCF_015571595.1-RS_2024_06_27	Complete Genome	4861285	4970871	2020-11-18	4749	PRJNA662792	SAMN16304240
Escherichia coli	E. coli	strain: Res13-Lact-PER12-33-A	562	ASM1557161v1	GCF_015571615.1	RefSeq	GCF_015571615.1-RS_2024_06_27	Complete Genome	4741953	5113968	2020-11-18	5050	PRJNA662792	SAMN16304239
Escherichia coli	E. coli	strain: Res13-Lact-PER04-33	562	ASM1557163v1	GCF_015571635.1	RefSeq	GCF_015571635.1-RS_2024_06_27	Complete Genome	4742777	5109444	2020-11-18	5048	PRJNA662792	SAMN16304231
Escherichia coli	E. coli	strain: Res13-Lact-PER02-33	562	ASM1557165v1	GCF_015571655.1	RefSeq	GCF_015571655.1-RS_2024_06_27	Complete Genome	4742760	5116488	2020-11-18	5057	PRJNA662792	SAMN16304229
Escherichia coli O9:H10		strain: Res13-Lact-PEB21-38-A	2778657	ASM1557167v1	GCF_015571675.1	RefSeq	GCF_015571675.1-RS_2024_06_27	Complete Genome	4629466	4736888	2020-11-18	4689	PRJNA662792	SAMN16304212
Escherichia coli O9:H10		strain: Res13-Lact-PEB20-37-A	2778657	ASM1557169v1	GCF_015571695.1	RefSeq	GCF_015571695.1-RS_2024_06_27	Complete Genome	4629471	4736893	2020-11-18	4689	PRJNA662792	SAMN16304211
Escherichia coli O20:H12		strain: Res13-Lact-PEB17-18	2778656	ASM1557171v1	GCF_015571715.1	RefSeq	GCF_015571715.1-RS_2024_06_27	Complete Genome	4991615	5190756	2020-11-18	5109	PRJNA662792	SAMN16304208
Escherichia coli O39:H21		strain: Res13-Lact-PEB08-01	2491692	ASM1557173v1	GCF_015571735.1	RefSeq	GCF_015571735.1-RS_2024_06_27	Complete Genome	4752352	5017694	2020-11-18	4923	PRJNA662792	SAMN16304199
Escherichia coli	E. coli	strain: Res13-Lact-PEA14-20	562	ASM1557175v1	GCF_015571755.1	RefSeq	GCF_015571755.1-RS_2024_06_27	Complete Genome	4987664	5232314	2020-11-18	5220	PRJNA662792	SAMN16304185
Escherichia coli	E. coli	strain: Res13-Lact-PEA06-10	562	ASM1557177v1	GCF_015571775.1	RefSeq	GCF_015571775.1-RS_2024_06_27	Complete Genome	4743474	5115450	2020-11-18	5055	PRJNA662792	SAMN16304175
Escherichia coli O100:H21		strain: Res13-Lact-ER07-18	2778652	ASM1557179v1	GCF_015571795.1	RefSeq	GCF_015571795.1-RS_2024_06_27	Complete Genome	4647142	4955522	2020-11-18	4825	PRJNA662792	SAMN16304150
Escherichia coli	E. coli	strain: Res13-Lact-PEB14-36	562	ASM1557181v1	GCF_015571815.1	RefSeq	GCF_015571815.1-RS_2024_06_27	Complete Genome	4747340	5018513	2020-11-18	4908	PRJNA662792	SAMN16304205
Escherichia coli	E. coli	strain: Res13-Lact-PEB01-20	562	ASM1557183v1	GCF_015571835.1	RefSeq	GCF_015571835.1-RS_2024_06_27	Complete Genome	4681154	4956170	2020-11-18	4816	PRJNA662792	SAMN16304193
Escherichia coli O157:H16		strain: Res13-Lact-PEA12-26	930406	ASM1557185v1	GCF_015571855.1	RefSeq	GCF_015571855.1-RS_2024_06_27	Complete Genome	4792563	5213098	2020-11-18	5202	PRJNA662792	SAMN16304178
Escherichia coli	E. coli	strain: Res13-Lact-ER02-39	562	ASM1557187v1	GCF_015571875.1	RefSeq	GCF_015571875.1-RS_2024_06_27	Complete Genome	4743955	5106761	2020-11-18	5045	PRJNA662792	SAMN16304147
Escherichia coli O152:H23		strain: Res13-Lact-ER01-35	2778654	ASM1557189v1	GCF_015571895.1	RefSeq	GCF_015571895.1-RS_2024_06_27	Complete Genome	4817187	5025679	2020-11-18	4877	PRJNA662792	SAMN16304146
Escherichia coli O112ab:H8		strain: Res13-Lact-EA06-22	2778653	ASM1557191v1	GCF_015571915.1	RefSeq	GCF_015571915.1-RS_2024_06_27	Complete Genome	4960359	5353630	2020-11-18	5282	PRJNA662792	SAMN16304114
Escherichia coli	E. coli	strain: Res13-Lact-EB12-05	562	ASM1557195v1	GCF_015571955.1	RefSeq	GCF_015571955.1-RS_2024_06_27	Complete Genome	4747440	5018506	2020-11-18	4910	PRJNA662792	SAMN16304132
Escherichia coli UTI89		strain: UTI89	364106	ASM1564476v1	GCF_015644765.1	RefSeq	GCF_015644765.1-RS_2024_06_27	Complete Genome	5065741	5065741	2020-11-22	4918	PRJNA666976	SAMN16339607
Escherichia coli	E. coli	strain: 20	562	ASM1564980v1	GCF_015649805.1	RefSeq	GCF_015649805.1-RS_2024_06_27	Complete Genome	5163897	5301345	2020-11-23	5178	PRJNA670589	SAMN16520638
Escherichia coli	E. coli	strain: Res13-Lact-PER01-35	562	ASM1565807v1	GCF_015658075.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4741563	5112307	2020-11-18	4975	PRJNA662792	SAMN16304224
Escherichia coli O150:H6		strain: FEX669	2763104	ASM1569721v1	GCF_015697215.1	RefSeq	GCF_015697215.1-RS_2024_06_27	Complete Genome	4973943	5211045	2020-11-30	5071	PRJNA642167	SAMN15822731
Escherichia coli	E. coli	strain: W60	562	ASM1584307v1	GCF_015843075.1	RefSeq	GCF_015843075.1-RS_2024_06_27	Complete Genome	4808792	5043978	2020-12-08	4896	PRJNA642190	SAMN15391109
Escherichia coli	E. coli	strain: Eco-15	562	ASM1591018v1	GCF_015910185.1	RefSeq	GCF_015910185.1-RS_2024_05_07	Complete Genome	4771912	5175494	2020-12-10	5085	PRJNA599404	SAMN13747522
Escherichia coli	E. coli	strain: FDAARGOS_946	562	ASM1602619v1	GCF_016026195.1	RefSeq	GCF_016026195.1-RS_2024_06_27	Complete Genome	5312637	5389640	2020-12-14	5301	PRJNA231221	SAMN13450476
Escherichia coli	E. coli	strain: FDAARGOS_945	562	ASM1602621v1	GCF_016026215.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5194588	5569560	2020-12-14	5756	PRJNA231221	SAMN13450475
Escherichia coli	E. coli	strain: FDAARGOS_944	562	ASM1602623v1	GCF_016026235.1	RefSeq	GCF_016026235.1-RS_2024_06_27	Complete Genome	5069623	5330898	2020-12-14	5322	PRJNA231221	SAMN13450474
Escherichia coli	E. coli	strain: FDAARGOS_943	562	ASM1602633v1	GCF_016026335.1	RefSeq	GCF_016026335.1-RS_2024_06_27	Complete Genome	5272040	5433224	2020-12-14	5532	PRJNA231221	SAMN13450473
Escherichia coli	E. coli	strain: FDAARGOS_942	562	ASM1602635v1	GCF_016026355.1	RefSeq	GCF_016026355.1-RS_2024_06_27	Chromosome	4952717	5135656	2020-12-14	5124	PRJNA231221	SAMN13450472
Escherichia coli	E. coli	strain: FDAARGOS_941	562	ASM1602637v1	GCF_016026375.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4939520	5063313	2020-12-14	5178	PRJNA231221	SAMN13450471
Escherichia coli	E. coli	strain: FDAARGOS_1058	562	ASM1612699v1	GCF_016126995.1	RefSeq	GCF_016126995.1-RS_2024_06_27	Complete Genome	5173590	5400968	2020-12-20	5266	PRJNA231221	SAMN16357227
Escherichia coli	E. coli	strain: FDAARGOS_1059	562	ASM1612769v1	GCF_016127695.1	RefSeq	GCF_016127695.1-RS_2024_06_27	Complete Genome	5224443	5415751	2020-12-20	5491	PRJNA231221	SAMN16357228
Escherichia coli	E. coli	strain: ZLWT	562	ASM1613250v1	GCF_016132505.1	RefSeq	GCF_016132505.1-RS_2024_06_27	Complete Genome	5132223	5209988	2020-12-21	5072	PRJNA661981	SAMN16072565
Escherichia coli	E. coli	strain: STEC2018-607	562	ASM1640362v2	GCF_016403625.2	RefSeq	GCF_016403625.2-RS_2024_07_05	Complete Genome	5163725	5624704	2021-06-09	5681	PRJNA682534	SAMN16993387
Escherichia coli	E. coli	strain: STEC2018-553	562	ASM1640367v2	GCF_016403675.2	RefSeq	GCF_016403675.2-RS_2024_07_05	Complete Genome	5442466	5692511	2021-06-09	5767	PRJNA682534	SAMN16993384
Escherichia coli	E. coli	strain: STEC2017-197	562	ASM1640387v2	GCF_016403875.2	RefSeq	GCF_016403875.2-RS_2024_07_05	Complete Genome	5013656	5132179	2021-06-09	5038	PRJNA682534	SAMN16993373
Escherichia coli	E. coli	strain: STEC17-190	562	ASM1640397v2	GCF_016403975.2	RefSeq	GCF_016403975.2-RS_2024_07_05	Complete Genome	5163918	5177967	2021-06-09	4988	PRJNA682534	SAMN16993369
Escherichia coli	E. coli	strain: STEC17-183	562	ASM1640401v2	GCF_016404015.2	RefSeq	GCF_016404015.2-RS_2024_07_05	Complete Genome	5068537	5373754	2021-06-09	5353	PRJNA682534	SAMN16993368
Escherichia coli	E. coli	strain: S19-651	562	ASM1640416v2	GCF_016404165.2	RefSeq	GCF_016404165.2-RS_2024_07_26	Complete Genome	5137408	5405532	2021-06-28	5358	PRJNA682534	SAMN16993361
Escherichia coli	E. coli	strain: S19-141	562	ASM1640432v2	GCF_016404325.2	RefSeq	GCF_016404325.2-RS_2024_07_05	Complete Genome	5076702	5287393	2021-06-09	5162	PRJNA682534	SAMN16993351
Escherichia coli	E. coli	strain: P15-385	562	ASM1640440v2	GCF_016404405.2	RefSeq	GCF_016404405.2-RS_2024_07_05	Complete Genome	4966561	5194698	2021-06-09	5102	PRJNA682534	SAMN16993348
Escherichia coli	E. coli	strain: 2018-166	562	ASM1640448v2	GCF_016404485.2	RefSeq	GCF_016404485.2-RS_2024_07_05	Complete Genome	5201011	5457891	2021-06-09	5482	PRJNA682534	SAMN16993346
Escherichia coli	E. coli	strain: 1EC213	562	ASM1643278v1	GCF_016432785.1	RefSeq	GCF_016432785.1-RS_2024_06_27	Complete Genome	4746359	4991513	2020-12-29	4934	PRJNA473419	SAMN15945290
Escherichia coli	E. coli	strain: 1EC187	562	ASM1643280v1	GCF_016432805.1	RefSeq	GCF_016432805.1-RS_2024_06_27	Complete Genome	4847148	5054351	2020-12-29	4932	PRJNA473419	SAMN15945289
Escherichia coli	E. coli	strain: QEC11-421	562	ASM1644633v1	GCF_016446335.1	RefSeq	GCF_016446335.1-RS_2024_06_07	Complete Genome	4622863	5084514	2020-12-30	5067	PRJNA604918	SAMN14049568
Escherichia coli O157:H7		strain: ECP19-198	83334	ASM1645888v1	GCF_016458885.1	RefSeq	GCF_016458885.1-RS_2024_06_27	Complete Genome	5464804	5586376	2021-01-03	5595	PRJNA681235	SAMN16956340
Escherichia coli O157:H7		strain: ECP19-798	83334	ASM1645890v1	GCF_016458905.1	RefSeq	GCF_016458905.1-RS_2024_06_27	Complete Genome	5455229	5586183	2021-01-03	5586	PRJNA681235	SAMN16946947
Escherichia coli O157:H7		strain: ECP19-598	83334	ASM1645892v1	GCF_016458925.1	RefSeq	GCF_016458925.1-RS_2024_06_27	Complete Genome	5568284	5772391	2021-01-03	5824	PRJNA681235	SAMN16946946
Escherichia coli O157:H7		strain: ECP19-2498	83334	ASM1645894v1	GCF_016458945.1	RefSeq	GCF_016458945.1-RS_2024_06_27	Complete Genome	5524652	5730723	2021-01-03	5808	PRJNA681235	SAMN16946945
Escherichia coli	E. coli	strain: 2018-18.25PC	562	ASM1659287v1	GCF_016592875.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4694979	4694979	2020-12-09	4531	PRJDB8858	SAMD00233763
Escherichia coli	E. coli	strain: TCM3e1	562	ASM1659863v1	GCF_016598635.1	RefSeq	GCF_016598635.1-RS_2024_06_27	Complete Genome	4994807	5318630	2021-01-10	5205	PRJNA687619	SAMN17151035
Escherichia coli	E. coli	strain: TA8571	562	ASM1662948v1	GCF_016629485.1	RefSeq	GCF_016629485.1-RS_2024_07_11	Complete Genome	4751019	4818647	2020-12-15	4740	PRJDB10853	SAMD00260480
Escherichia coli	E. coli	strain: CV601	562	ASM1665908v1	GCF_016659085.1	RefSeq	GCF_016659085.1-RS_2024_06_27	Complete Genome	4657252	4657252	2021-01-18	4569	PRJNA68161	SAMN17265879
Escherichia coli	E. coli	strain: U90	562	ASM1669666v1	GCF_016696665.1	RefSeq	GCF_016696665.1-RS_2024_06_27	Complete Genome	5179383	5451109	2021-01-19	5431	PRJNA691468	SAMN17293653
Escherichia coli	E. coli	strain: FDAARGOS_1077	562	ASM1672808v1	GCF_016728085.1	RefSeq	GCF_016728085.1-RS_2024_06_27	Complete Genome	4938568	5091375	2021-01-20	5121	PRJNA231221	SAMN16357246
Escherichia coli O25:H4		strain: 18044	2067421	ASM1675645v1	GCF_016756455.1	RefSeq	GCF_016756455.1-RS_2024_05_21	Complete Genome	5038168	5256311	2020-12-21	5234	PRJDB9114	SAMD00199041
Escherichia coli	E. coli	strain: M-17	562	ASM1675765v1	GCF_016757655.1	RefSeq	GCF_016757655.1-RS_2024_06_27	Complete Genome	5028010	5028010	2021-01-27	4879	PRJNA692547	SAMN17348805
Escherichia coli	E. coli	strain: MS1170	562	ASM1676777v1	GCF_016767775.1	RefSeq	GCF_016767775.1-RS_2024_06_27	Complete Genome	4735839	4993909	2021-01-28	4819	PRJNA622257	SAMN14503865
Escherichia coli	E. coli	strain: EF7-18-58	562	ASM1677249v1	GCF_016772495.1	RefSeq	GCF_016772495.1-RS_2024_06_27	Complete Genome	4757753	5015610	2021-01-30	4880	PRJNA670073	SAMN16387487
Escherichia coli	E. coli	strain: J53-p1-pV-hybrid-1	562	ASM1677441v1	GCF_016774415.1	RefSeq	GCF_016774415.1-RS_2024_06_27	Complete Genome	4682670	5007066	2021-01-31	4931	PRJNA692573	SAMN17349263
Escherichia coli	E. coli	strain: RIVM_C030256	562	ASM1677580v1	GCF_016775805.1	RefSeq	GCF_016775805.1-RS_2024_06_27	Complete Genome	5086785	5086785	2021-02-01	4942	PRJNA691727	SAMN17373201
Escherichia coli	E. coli	strain: RIVM_C029952	562	ASM1677582v1	GCF_016775825.1	RefSeq	GCF_016775825.1-RS_2024_06_27	Complete Genome	5280943	5280943	2021-02-01	5169	PRJNA691727	SAMN17373197
Escherichia coli	E. coli	strain: RIVM_C018567	562	ASM1677584v1	GCF_016775845.1	RefSeq	GCF_016775845.1-RS_2024_06_27	Complete Genome	5215672	5215672	2021-02-01	5104	PRJNA691727	SAMN17373181
Escherichia coli	E. coli	strain: RIVM_C030300	562	ASM1677586v1	GCF_016775865.1	RefSeq	GCF_016775865.1-RS_2024_06_27	Complete Genome	5256124	5256124	2021-02-01	5097	PRJNA691727	SAMN17373202
Escherichia coli	E. coli	strain: RIVM_C030453	562	ASM1677588v1	GCF_016775885.1	RefSeq	GCF_016775885.1-RS_2024_06_27	Complete Genome	5209229	5209229	2021-02-01	5047	PRJNA691727	SAMN17373205
Escherichia coli	E. coli	strain: RIVM_C030443	562	ASM1677590v1	GCF_016775905.1	RefSeq	GCF_016775905.1-RS_2024_06_27	Complete Genome	5104263	5104263	2021-02-01	4968	PRJNA691727	SAMN17373204
Escherichia coli	E. coli	strain: RIVM_C029324	562	ASM1677592v1	GCF_016775925.1	RefSeq	GCF_016775925.1-RS_2024_06_27	Complete Genome	5191412	5191412	2021-02-01	5016	PRJNA691727	SAMN17373198
Escherichia coli	E. coli	strain: RIVM_C029020	562	ASM1677594v1	GCF_016775945.1	RefSeq	GCF_016775945.1-RS_2024_06_27	Complete Genome	5251089	5251089	2021-02-01	5058	PRJNA691727	SAMN17373188
Escherichia coli	E. coli	strain: RIVM_C029951	562	ASM1677596v1	GCF_016775965.1	RefSeq	GCF_016775965.1-RS_2024_06_27	Complete Genome	5197546	5197546	2021-02-01	5046	PRJNA691727	SAMN17373196
Escherichia coli	E. coli	strain: RIVM_C030371	562	ASM1677598v1	GCF_016775985.1	RefSeq	GCF_016775985.1-RS_2024_06_27	Complete Genome	5348975	5348975	2021-02-01	5195	PRJNA691727	SAMN17373203
Escherichia coli	E. coli	strain: RIVM_C029494	562	ASM1677600v1	GCF_016776005.1	RefSeq	GCF_016776005.1-RS_2024_06_27	Complete Genome	4935988	4935988	2021-02-01	4705	PRJNA691727	SAMN17373199
Escherichia coli	E. coli	strain: RIVM_C030197	562	ASM1677602v1	GCF_016776025.1	RefSeq	GCF_016776025.1-RS_2024_06_27	Complete Genome	5256191	5256191	2021-02-01	5097	PRJNA691727	SAMN17373200
Escherichia coli	E. coli	strain: RIVM_C018563	562	ASM1677604v1	GCF_016776045.1	RefSeq	GCF_016776045.1-RS_2024_06_27	Complete Genome	5180503	5180503	2021-02-01	5021	PRJNA691727	SAMN17373180
Escherichia coli	E. coli	strain: RIVM_C017997	562	ASM1677606v1	GCF_016776065.1	RefSeq	GCF_016776065.1-RS_2024_06_27	Complete Genome	5174511	5174511	2021-02-01	4995	PRJNA691727	SAMN17373173
Escherichia coli	E. coli	strain: RIVM_C028613	562	ASM1677608v1	GCF_016776085.1	RefSeq	GCF_016776085.1-RS_2024_06_27	Complete Genome	5385668	5385668	2021-02-01	5250	PRJNA691727	SAMN17373190
Escherichia coli	E. coli	strain: RIVM_C029042	562	ASM1677610v1	GCF_016776105.1	RefSeq	GCF_016776105.1-RS_2024_06_27	Complete Genome	5188564	5188564	2021-02-01	5057	PRJNA691727	SAMN17373195
Escherichia coli	E. coli	strain: RIVM_C028497	562	ASM1677612v1	GCF_016776125.1	RefSeq	GCF_016776125.1-RS_2024_06_27	Complete Genome	5086007	5086007	2021-02-01	4922	PRJNA691727	SAMN17373185
Escherichia coli	E. coli	strain: RIVM_C028568	562	ASM1677614v1	GCF_016776145.1	RefSeq	GCF_016776145.1-RS_2024_06_28	Complete Genome	5210247	5210247	2021-02-01	5067	PRJNA691727	SAMN17373187
Escherichia coli	E. coli	strain: RIVM_C029033	562	ASM1677616v1	GCF_016776165.1	RefSeq	GCF_016776165.1-RS_2024_06_28	Complete Genome	5230678	5230678	2021-02-01	5091	PRJNA691727	SAMN17373189
Escherichia coli	E. coli	strain: RIVM_C028786	562	ASM1677618v1	GCF_016776185.1	RefSeq	GCF_016776185.1-RS_2024_06_28	Complete Genome	5220173	5220173	2021-02-01	5061	PRJNA691727	SAMN17373193
Escherichia coli	E. coli	strain: RIVM_C028803	562	ASM1677620v1	GCF_016776205.1	RefSeq	GCF_016776205.1-RS_2024_06_28	Complete Genome	5262652	5262652	2021-02-01	5200	PRJNA691727	SAMN17373194
Escherichia coli	E. coli	strain: RIVM_C028724	562	ASM1677622v1	GCF_016776225.1	RefSeq	GCF_016776225.1-RS_2024_06_28	Complete Genome	5165070	5165070	2021-02-01	4990	PRJNA691727	SAMN17373192
Escherichia coli	E. coli	strain: RIVM_C028536	562	ASM1677624v1	GCF_016776245.1	RefSeq	GCF_016776245.1-RS_2024_06_28	Complete Genome	5279417	5279417	2021-02-01	5142	PRJNA691727	SAMN17373186
Escherichia coli	E. coli	strain: RIVM_C018576	562	ASM1677626v1	GCF_016776265.1	RefSeq	GCF_016776265.1-RS_2024_06_28	Complete Genome	5089794	5089794	2021-02-01	4944	PRJNA691727	SAMN17373182
Escherichia coli	E. coli	strain: RIVM_C028620	562	ASM1677628v1	GCF_016776285.1	RefSeq	GCF_016776285.1-RS_2024_06_28	Complete Genome	5192168	5192168	2021-02-01	5017	PRJNA691727	SAMN17373191
Escherichia coli	E. coli	strain: RIVM_C017887	562	ASM1677630v1	GCF_016776305.1	RefSeq	GCF_016776305.1-RS_2024_06_27	Complete Genome	5227631	5227631	2021-02-01	5063	PRJNA691727	SAMN17373172
Escherichia coli	E. coli	strain: RIVM_C018583	562	ASM1677632v1	GCF_016776325.1	RefSeq	GCF_016776325.1-RS_2024_06_28	Complete Genome	5419042	5419042	2021-02-01	5307	PRJNA691727	SAMN17373183
Escherichia coli	E. coli	strain: RIVM_C018404	562	ASM1677634v1	GCF_016776345.1	RefSeq	GCF_016776345.1-RS_2024_06_28	Complete Genome	4832919	4832919	2021-02-01	4729	PRJNA691727	SAMN17373178
Escherichia coli	E. coli	strain: RIVM_C018249	562	ASM1677636v1	GCF_016776365.1	RefSeq	GCF_016776365.1-RS_2024_06_28	Complete Genome	4983069	4983069	2021-02-01	4810	PRJNA691727	SAMN17373177
Escherichia coli	E. coli	strain: RIVM_C018220	562	ASM1677638v1	GCF_016776385.1	RefSeq	GCF_016776385.1-RS_2024_06_28	Complete Genome	5343645	5343645	2021-02-01	5248	PRJNA691727	SAMN17373176
Escherichia coli	E. coli	strain: RIVM_C018699	562	ASM1677986v1	GCF_016779865.1	RefSeq	GCF_016779865.1-RS_2024_06_28	Complete Genome	5294629	5294629	2021-02-01	5188	PRJNA691727	SAMN17373184
Escherichia coli	E. coli	strain: RIVM_C011532	562	ASM1678028v1	GCF_016780285.1	RefSeq	GCF_016780285.1-RS_2024_06_27	Complete Genome	4884056	4884056	2021-02-01	4777	PRJNA691727	SAMN17373164
Escherichia coli	E. coli	strain: RIVM_C012087	562	ASM1678041v1	GCF_016780415.1	RefSeq	GCF_016780415.1-RS_2024_06_27	Complete Genome	5185152	5185152	2021-02-01	5035	PRJNA691727	SAMN17373165
Escherichia coli	E. coli	strain: RIVM_C018707	562	ASM1678057v1	GCF_016780575.1	RefSeq	GCF_016780575.1-RS_2024_06_27	Complete Genome	5280569	5280569	2021-02-01	5151	PRJNA691727	SAMN17497583
